model,layer,relative_depth,overall,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,sanctity,degradation
Guard-Gen-0.6B,25,0.9259259259259259,-0.7831377200682165,0.01205324173504474,-1.0315099085573665,-0.15352824419821332,-0.976571593469189,-0.9012056733990319,-0.11259563481308987,-0.3909522094692468,-1.7580888621481288,-2.096594690604815,-0.4223836257578304
Guard-Gen-0.6B,26,0.9629629629629629,-1.7968907492389632,-0.701395853298894,-0.4599110706980516,-4.1065586373726095,-0.6229734655152481,-2.9950285929379064,-2.126861906649117,-0.25040568695689247,-0.9268984567325387,-2.299482944969132,-3.4793908772585027
Guard-Gen-0.6B,27,1.0,-1.7897696064874888,-0.6341277076504206,-0.5827389265921148,-1.9043775366178974,-2.011029457401226,-1.1218456350674821,-0.815514549702475,-2.60387052938277,-1.1264691419060324,-3.9407606223529,-3.156961958200932
Guard-Gen-4B,0,0.0,0.16824184597717992,0.20363776086588525,0.20442965625758258,0.11363260049029666,0.2268739808963699,0.19004700011301778,0.2189498114608005,0.12039867861907083,0.15549666463164058,0.09169888156619121,0.15725342487112348
Guard-Gen-4B,1,0.02857142857142857,0.16174330191763317,0.2073176064088964,0.20813071615870338,0.10094600432433443,0.22236635686156891,0.17268147849215187,0.2169878818068468,0.11599820204344824,0.1380353182738242,0.07534532735092314,0.15962412745581667
Guard-Gen-4B,2,0.05714285714285714,0.16942661433015943,0.2121375272034246,0.21503423462587146,0.11720398312192248,0.21677109975844766,0.18934068365985102,0.22435426712075668,0.13224283117823865,0.14255020665700824,0.07642906234023672,0.16820224763600966
Guard-Gen-4B,3,0.08571428571428572,0.1525320560303975,0.20939628053420878,0.19674079608782136,0.10162056183329415,0.17161253530987874,0.17120198312588109,0.2119098293029269,0.11068830120161843,0.14834313642223973,0.06840511998154342,0.13540201650475459
Guard-Gen-4B,4,0.11428571428571428,0.14141270657554084,0.20170628237241428,0.16846605765229172,0.10520890265110627,0.2074954588850485,0.11441680816050281,0.21798562811779432,0.08459945828526283,0.10103322711090013,0.06802686443638084,0.14518837808388563
Guard-Gen-4B,5,0.14285714285714285,0.14350083799546917,0.19688434352440498,0.19869314880694133,0.10091482746032032,0.2117949521961502,0.18266723474836577,0.21321603999019356,0.003483917632431277,0.12517890059392356,0.0650727181044306,0.13710229689771547
Guard-Gen-4B,6,0.17142857142857143,0.10748259199366453,0.1831175418627249,0.18749134171603055,0.09269895581936016,0.1550758700767464,0.14920357651295435,0.17765440090195372,0.047232153076508854,0.08223548309922712,-0.06565141463778335,0.06576801150910838
Guard-Gen-4B,7,0.2,0.11128934791204186,0.20318581395897295,0.17578703631639558,-0.019652632506402368,0.19592193517127798,0.18550367526728684,0.2107179970266243,0.02526559586176702,0.11610305732484394,-0.004998838211069057,0.025059838910940768
Guard-Gen-4B,8,0.22857142857142856,0.07520253157149208,0.19877398719534833,0.19367638203426985,-0.06602741943013668,0.01079056220812602,0.16860669669545658,0.1813070789042246,-0.040602187313640625,0.09826338383587507,-0.07660399345677593,0.083840825042375
Guard-Gen-4B,9,0.2571428571428571,0.05576599299746014,0.17736035163932418,0.15417346372686958,-0.1267409326493496,0.0963444481039768,0.08298255160545287,0.18624717532195623,-0.08568371891104465,0.09258339964669193,-0.09761688304481497,0.07801007453570963
