arm,step,name,rsa,asr,n_behaviors,asr_ci_lo,asr_ci_hi,ci_method,delta_vs_first,delta_ci_lo,delta_ci_hi,mcnemar_p,n_discordant
reso,500,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000500,0.22619168872466297,0.1779,298,0.13861951661107758,0.22528496241525903,wilson,-0.06375838926174499,-0.10738255033557047,-0.02348993288590604,0.00432400493446039,41.0
reso,550,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000550,0.2341173623880849,0.1711,298,0.1326316639270165,0.21802082507903545,wilson,-0.07046979865771813,-0.11073825503355705,-0.030201342281879196,0.0010650196345523,39.0
reso,600,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000600,0.23991003047729395,0.1773,299,0.13814650273018395,0.22455634267424554,wilson,-0.06375838926174499,-0.1040268456375839,-0.02348993288590604,0.0033778479119064286,39.0
reso,650,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000650,0.23950830589959565,0.1505,299,0.11442067854136753,0.19544924212975043,wilson,-0.09060402684563759,-0.12751677852348994,-0.053691275167785234,3.4654513001441956e-06,35.0
reso,700,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000700,0.24051432366659625,0.1538,299,0.11736471833731135,0.19910931792547057,wilson,-0.08724832214765102,-0.12751677852348994,-0.04697986577181208,6.87711149112147e-05,42.0
reso,750,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000750,0.23814708278435429,0.1538,299,0.11736471833731135,0.19910931792547057,wilson,-0.08724832214765102,-0.12751677852348994,-0.04697986577181208,4.2277022657799534e-05,40.0
reso,800,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000800,0.22963594900922532,0.1639,299,0.12623522755641792,0.21005115548135583,wilson,-0.07718120805369127,-0.1174496644295302,-0.03691275167785235,0.0002940768754342571,39.0
reso,850,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000850,0.22225857163623625,0.1605,299,0.12327215373139114,0.20641011371471865,wilson,-0.08053691275167787,-0.12080536912751678,-0.040268456375838924,0.0001821658297558315,40.0
reso,900,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000900,0.21452111288708228,0.1711,298,0.1326316639270165,0.21802082507903545,wilson,-0.07046979865771813,-0.11073825503355705,-0.030201342281879196,0.0014504910141113214,41.0
reso,950,qwen3-8b-reso-beta-1-2026-07-24-17-44_step000950,0.2062663228111923,0.1678,298,0.12964635057732204,0.21438014341858758,wilson,-0.0738255033557047,-0.11409395973154363,-0.03355704697986577,0.0004719867429230362,38.0
reso,1000,qwen3-8b-reso-beta-1-2026-07-24-17-44_step001000,0.19591105023565206,0.1779,298,0.13861951661107758,0.22528496241525903,wilson,-0.06375838926174499,-0.1040268456375839,-0.026845637583892617,0.0025632079923525453,37.0
shuffled,0,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000000,0.04887022278159236,0.2483,298,0.20268042036235623,0.3003699538769692,wilson,,,,,
shuffled,50,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000050,0.06434427016354488,0.2483,298,0.20268042036235623,0.3003699538769692,wilson,0.0,-0.020134228187919462,0.020134228187919462,1.0,10.0
shuffled,100,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000100,0.11572761516283944,0.2416,298,0.19649672691188655,0.29330165730715424,wilson,-0.006711409395973145,-0.030201342281879196,0.016778523489932886,0.79052734375,14.0
shuffled,150,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000150,0.13098481150180286,0.2349,298,0.19032891564421367,0.2862174785545425,wilson,-0.013422818791946317,-0.040268456375838924,0.013422818791946308,0.480682373046875,18.0
shuffled,200,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000200,0.09822927097640294,0.2383,298,0.19341080805121372,0.28976158115768474,wilson,-0.010067114093959745,-0.0436241610738255,0.02348993288590604,0.6900379657745361,25.0
shuffled,250,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000250,0.12568631223756657,0.245,298,0.19958661581627538,0.2968377634129077,wilson,-0.0033557046979865723,-0.03691275167785235,0.026845637583892617,1.0,23.0
shuffled,300,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000300,0.12437133110907306,0.2416,298,0.19649672691188655,0.29330165730715424,wilson,-0.006711409395973145,-0.040268456375838924,0.026845637583892617,0.8450189828872681,26.0
shuffled,350,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000350,0.09709585629542883,0.2315,298,0.18725110820384738,0.28266929098476645,wilson,-0.01677852348993289,-0.050335570469798654,0.016778523489932886,0.44206833839416504,27.0
shuffled,400,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000400,0.0998207519672258,0.2416,298,0.19649672691188655,0.29330165730715424,wilson,-0.006711409395973145,-0.03691275167785235,0.026845637583892617,0.8388197422027588,24.0
shuffled,450,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000450,0.09581396577503763,0.2315,298,0.18725110820384738,0.28266929098476645,wilson,-0.01677852348993289,-0.04697986577181208,0.013422818791946308,0.4048728942871094,23.0
shuffled,500,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000500,0.09642781238048603,0.2483,298,0.20268042036235623,0.3003699538769692,wilson,0.0,-0.030201342281879196,0.030201342281879196,1.0,22.0
shuffled,550,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000550,0.09015806666480315,0.2483,298,0.20268042036235623,0.3003699538769692,wilson,0.0,-0.03355704697986577,0.03355704697986577,1.0,26.0
shuffled,600,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000600,0.0891543059880298,0.245,298,0.19958661581627538,0.2968377634129077,wilson,-0.0033557046979865723,-0.03691275167785235,0.030201342281879196,1.0,25.0
shuffled,650,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000650,0.09682253113431741,0.2584,298,0.21198481210887316,0.3109435471608793,wilson,0.010067114093959745,-0.020134228187919462,0.040268456375838924,0.6476058959960938,19.0
shuffled,700,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000700,0.10328514344153047,0.2483,298,0.20268042036235623,0.3003699538769692,wilson,0.0,-0.030201342281879196,0.030201342281879196,1.0,20.0
shuffled,750,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000750,0.10667710418390536,0.2617,298,0.215093772339704,0.31446058194019083,wilson,0.013422818791946317,-0.016778523489932886,0.04697986577181208,0.5412561893463135,24.0
shuffled,800,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000800,0.1018268061640121,0.2651,298,0.21820640336948988,0.31797394592054723,wilson,0.01677852348993289,-0.016778523489932886,0.050335570469798654,0.44206833839416504,27.0
shuffled,850,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000850,0.0996351843197158,0.255,298,0.20887956828009877,0.3074227959795114,wilson,0.006711409395973172,-0.020134228187919462,0.03355704697986577,0.8145294189453125,18.0
shuffled,900,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000900,0.09565437188203002,0.2685,298,0.22132266113885393,0.32148368316132553,wilson,0.020134228187919462,-0.013422818791946308,0.050335570469798654,0.30745625495910645,24.0
shuffled,950,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step000950,0.0926415437470464,0.2651,298,0.21820640336948988,0.31797394592054723,wilson,0.01677852348993289,-0.013422818791946308,0.04697986577181208,0.4048728942871094,23.0
shuffled,1000,qwen3-8b-reso-beta-1-shuffle-1-2026-07-24-22-03_step001000,0.08518140104211896,0.2584,298,0.21198481210887316,0.3109435471608793,wilson,0.010067114093959745,-0.020134228187919462,0.040268456375838924,0.6776394844055176,23.0
