model,layer,category,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_r,spearman_p,n
Llama-4-Scout-17B-16E,14,sanctity-degradation_virtue,-0.0293872287009847,0.2659235096562233,-0.081012372825452,0.0223951714524944,0.0082920288935516,0.7536385523234739,1435
Llama-4-Scout-17B-16E,15,authority-subversion_vice,0.1893560482764592,1.0441151080535518e-16,0.1454971789310597,0.2324721313361907,0.2423008090710669,1.2140576310307332e-26,1889
Llama-4-Scout-17B-16E,15,authority-subversion_virtue,0.1051327790628464,4.483216659130402e-05,0.0548269191432008,0.1549062711955602,0.1737211557485548,1.2319584139441695e-11,1501
Llama-4-Scout-17B-16E,15,care-harm_vice,0.2273124347660352,2.848348575457894e-24,0.1847867672263487,0.268988468752607,0.2393376303956625,8.3586377271445e-27,1950
Llama-4-Scout-17B-16E,15,care-harm_virtue,0.1781638658172764,5.01449817638422e-14,0.1325548295352782,0.2230200120679689,0.2510512516735696,1.0232088707754291e-26,1761
Llama-4-Scout-17B-16E,15,fairness-cheating_vice,0.2424016491854711,1.794195673282589e-27,0.2001652308288378,0.2837387934542121,0.280490212123857,1.3958353850842578e-36,1950
Llama-4-Scout-17B-16E,15,fairness-cheating_virtue,0.0028900400573424,0.9070706437433232,-0.0456103852763041,0.0513768726560739,0.0568043735332367,0.021659481425822,1634
Llama-4-Scout-17B-16E,15,loyalty-betrayal_vice,0.2584773479141586,3.910390331897313e-31,0.2165720177331986,0.2994319536178554,0.3066548016593583,9.858965616355052e-44,1950
Llama-4-Scout-17B-16E,15,loyalty-betrayal_virtue,-0.0716155609288604,0.00308884329748,-0.1186853829845392,-0.024224588294992,-0.0311053432572176,0.199226124007095,1705
Llama-4-Scout-17B-16E,15,overall,0.1401189845663734,5.106200081249336e-78,0.1256192058560671,0.1545589131795565,0.1650843751637551,5.779578678028541e-108,17635
Llama-4-Scout-17B-16E,15,sanctity-degradation_vice,0.1002721697759876,1.4740852364810213e-05,0.0550713916452151,0.1450628077569405,0.1326062422218244,9.438199283075298e-09,1860
Llama-4-Scout-17B-16E,15,sanctity-degradation_virtue,-0.0288887117595834,0.2741219964688166,-0.0805166868170237,0.0228938561613216,0.0100414114738975,0.7039003075461001,1435
Llama-4-Scout-17B-16E,16,authority-subversion_vice,0.191825911222585,4.101655928628421e-17,0.1480049457094728,0.2348951352641123,0.2457256920042873,2.2387341880142703e-27,1889
Llama-4-Scout-17B-16E,16,authority-subversion_virtue,0.1090736661829873,2.286200420462155e-05,0.0588006692542116,0.1587948098644815,0.1756253616031046,7.289545849022698e-12,1501
Llama-4-Scout-17B-16E,16,care-harm_vice,0.228383488940883,1.7172279688510074e-24,0.1858776665074717,0.2700361130242249,0.2421077033557878,2.0815543166747287e-27,1950
Llama-4-Scout-17B-16E,16,care-harm_virtue,0.1897167435855168,9.851762486575294e-16,0.1442831795939392,0.2343521086931315,0.2595692775460428,1.653866990545986e-28,1761
Llama-4-Scout-17B-16E,16,fairness-cheating_vice,0.2453400934618857,4.019187276556034e-28,0.203162425889706,0.2866089690862068,0.2831431775919045,2.8425678059181097e-37,1950
Llama-4-Scout-17B-16E,16,fairness-cheating_virtue,0.0206043800293511,0.4052187468492554,-0.0279175479429543,0.0690294395909981,0.0675955738630219,0.0062677348759953,1634
Llama-4-Scout-17B-16E,16,loyalty-betrayal_vice,0.2629111536669343,3.433691464470689e-32,0.221101308661543,0.3037563570678038,0.3134037092736192,1.0618515889887809e-45,1950
Llama-4-Scout-17B-16E,16,loyalty-betrayal_virtue,-0.0678396637164619,0.0050726174616071,-0.1149428138759842,-0.0204321348376547,-0.0251414596429871,0.2994866466879302,1705
Llama-4-Scout-17B-16E,16,overall,0.1441465913925076,1.665872078099195e-82,0.1296628833033008,0.158568800930974,0.167099538112667,1.3207172432752708e-110,17635
Llama-4-Scout-17B-16E,16,sanctity-degradation_vice,0.1027453952162818,8.997977131035964e-06,0.0575624408968817,0.1475083059500772,0.1375926989304298,2.546737652360283e-09,1860
Llama-4-Scout-17B-16E,16,sanctity-degradation_virtue,-0.0280501277515665,0.288298835079648,-0.0796828072733028,0.0237326642527279,0.0108482773034156,0.6813645182398194,1435
Llama-4-Scout-17B-16E,17,authority-subversion_vice,0.1940228208680792,1.7675709656605194e-17,0.1502360439430921,0.237049914753811,0.2455607199331331,2.4301443947790024e-27,1889
Llama-4-Scout-17B-16E,17,authority-subversion_virtue,0.1134387319459921,1.0554344110592029e-05,0.0632039956674169,0.163100092867284,0.1779993365306899,3.758525500029009e-12,1501
Llama-4-Scout-17B-16E,17,care-harm_vice,0.2300287029931164,7.853375923359299e-25,0.1875535681626383,0.2716451757534011,0.2465511625869591,2.156858563684027e-28,1950
Llama-4-Scout-17B-16E,17,care-harm_virtue,0.1976963350957295,5.614044946660046e-17,0.1523914301948501,0.2421721301726332,0.2627329172920625,3.4354409577706346e-29,1761
Llama-4-Scout-17B-16E,17,fairness-cheating_vice,0.2484006546329529,8.282184225995567e-29,0.2062850200143242,0.2895976370789388,0.28444793293371,1.2913274917793548e-37,1950
Llama-4-Scout-17B-16E,17,fairness-cheating_virtue,0.0398952871224732,0.1069433311020502,-0.0086154140277135,0.088218645028728,0.0786061910394949,0.0014729061230342,1634
Llama-4-Scout-17B-16E,17,loyalty-betrayal_vice,0.2665300797749501,4.553568251383274e-33,0.2247995082424845,0.3072847407290638,0.3174622728171204,6.573492084452454e-47,1950
Llama-4-Scout-17B-16E,17,loyalty-betrayal_virtue,-0.0654096216865251,0.0068968605685638,-0.1125335132918002,-0.0179921590681199,-0.0247709776382194,0.3066667803996912,1705
Llama-4-Scout-17B-16E,17,overall,0.1480120257171784,6.1914034820448635e-87,0.1335441942635192,0.1624167822869014,0.1689860597939605,4.146874184967573e-113,17635
Llama-4-Scout-17B-16E,17,sanctity-degradation_vice,0.1050705418650556,5.599323396092993e-06,0.0599048574036656,0.1498068864246543,0.1402724896175352,1.2350443813008432e-09,1860
Llama-4-Scout-17B-16E,17,sanctity-degradation_virtue,-0.0263943699316605,0.3177180206243202,-0.0780361260374473,0.0253886504467537,0.0119727282575838,0.6504301888606738,1435
Llama-4-Scout-17B-16E,18,authority-subversion_vice,0.198395921521898,3.210776756013291e-18,0.1546785272185837,0.2413378927153013,0.2493148151388896,3.700422211614636e-28,1889
Llama-4-Scout-17B-16E,18,authority-subversion_virtue,0.1202464040336696,2.9863797444317887e-06,0.0700752442852918,0.1698107561174499,0.1810651972796042,1.5762222054684272e-12,1501
Llama-4-Scout-17B-16E,18,care-harm_vice,0.2319962992922074,3.0563521232469073e-25,0.1895581901290655,0.2735692313508012,0.2499122973791771,3.7655296329510283e-29,1950
Llama-4-Scout-17B-16E,18,care-harm_virtue,0.2184907224576813,1.7833961014218986e-20,0.1735497893974317,0.2625235725846014,0.2730631610741137,1.745154420516187e-31,1761
Llama-4-Scout-17B-16E,18,fairness-cheating_vice,0.2541825353479192,3.94683964420546e-30,0.2121864326379019,0.2952415088332449,0.289274876559813,6.719457648831506e-39,1950
Llama-4-Scout-17B-16E,18,fairness-cheating_virtue,0.0707143493877364,0.0042382443485877,0.0222967769784729,0.1188009872434005,0.1042514590309693,2.416961334262144e-05,1634
Llama-4-Scout-17B-16E,18,loyalty-betrayal_vice,0.2749733855554365,3.6137171583171327e-35,0.2334324437786199,0.3155124475287372,0.3233437373071822,1.0795691449142347e-48,1950
Llama-4-Scout-17B-16E,18,loyalty-betrayal_virtue,-0.0521786734351518,0.0312064000266596,-0.0994057679545397,-0.004717025859532,-0.0087361999402229,0.7184924011629694,1705
Llama-4-Scout-17B-16E,18,overall,0.1558704296692318,2.5676123670171605e-96,0.1414362438595784,0.1702383538997988,0.1723136359862958,1.3498567912093544e-117,17635
Llama-4-Scout-17B-16E,18,sanctity-degradation_vice,0.1091018552841853,2.402488347196358e-06,0.0639672923050982,0.1537909939987224,0.1422152282063707,7.245514495955955e-10,1860
Llama-4-Scout-17B-16E,18,sanctity-degradation_virtue,-0.0244571025454651,0.3545497943787417,-0.0761091206483259,0.0273258243265778,0.0127897831784862,0.6283202878604197,1435
Llama-4-Scout-17B-16E,19,authority-subversion_vice,0.1989278298596148,2.6020795619395812e-18,0.1552189953126561,0.2418593330682541,0.2494606502595976,3.4373165309210054e-28,1889
Llama-4-Scout-17B-16E,19,authority-subversion_virtue,0.1222941178048273,2.0150559140942247e-06,0.0721430133933354,0.1718283912513567,0.1827590084623649,9.688705160534792e-13,1501
Llama-4-Scout-17B-16E,19,care-harm_vice,0.232320803492204,2.613614345758981e-25,0.1898888347459037,0.2738865226793134,0.2499258004504987,3.739019935601071e-29,1950
Llama-4-Scout-17B-16E,19,care-harm_virtue,0.2243041953915704,1.6075615172521108e-21,0.1794724476526784,0.2682062133020181,0.2751225858160178,5.920733710311324e-32,1761
Llama-4-Scout-17B-16E,19,fairness-cheating_vice,0.2544169719637015,3.482824714613493e-30,0.2124257805214112,0.2954702891977174,0.2879936901545746,1.4808773300232548e-38,1950
Llama-4-Scout-17B-16E,19,fairness-cheating_virtue,0.0909924836878863,0.0002305092838567,0.0426868101347022,0.1388737235870722,0.1210412319528318,9.241926010434952e-07,1634
Llama-4-Scout-17B-16E,19,loyalty-betrayal_vice,0.2746465515886053,4.371767146910603e-35,0.2330981475012591,0.3151940726017592,0.3225428882472153,1.8993058700094034e-48,1950
Llama-4-Scout-17B-16E,19,loyalty-betrayal_virtue,-0.0498992439867465,0.0393799743758447,-0.0971424569340134,-0.0024316722355797,-0.0075636760862992,0.7549705695263923,1705
Llama-4-Scout-17B-16E,19,overall,0.1575861151736333,1.966773551986852e-98,0.1431595190951347,0.1719457572399735,0.1734020718710644,4.38924857714825e-119,17635
Llama-4-Scout-17B-16E,19,sanctity-degradation_vice,0.1101196198771214,1.9311484341040302e-06,0.064993150529146,0.1547966110973894,0.1443128481979259,4.0405051968565287e-10,1860
Llama-4-Scout-17B-16E,19,sanctity-degradation_virtue,-0.0226066119227083,0.3921454498025738,-0.0742680719809613,0.0291758625090993,0.0166087442160762,0.5295733270429155,1435
Llama-4-Scout-17B-16E,20,authority-subversion_vice,0.200446744939151,1.4230209365559493e-18,0.1567624976497225,0.2433482193237733,0.2503251222074618,2.217758499821575e-28,1889
Llama-4-Scout-17B-16E,20,authority-subversion_virtue,0.1237200427526943,1.5264473404307951e-06,0.0735831585354788,0.1732331255485665,0.1845727924468534,5.723879221033428e-13,1501
Llama-4-Scout-17B-16E,20,care-harm_vice,0.2332447027379089,1.6717686642032436e-25,0.1908302691498457,0.2747898365358012,0.2521938083264822,1.1344071376124217e-29,1950
Llama-4-Scout-17B-16E,20,care-harm_virtue,0.2314628933943563,7.556123367215083e-23,0.18677006387682,0.2751996098997546,0.2816593007662052,1.8003291226275988e-33,1761
Llama-4-Scout-17B-16E,20,fairness-cheating_vice,0.2554722876989563,1.9802643213737762e-30,0.2135032667065624,0.2965000850338696,0.2900854230610862,4.067205846477642e-39,1950
Llama-4-Scout-17B-16E,20,fairness-cheating_virtue,0.0864024821386262,0.0004714136823693,0.0380679539976172,0.1343336565216162,0.1188483236762083,1.453061977516345e-06,1634
Llama-4-Scout-17B-16E,20,loyalty-betrayal_vice,0.278359210507369,4.9491006675916653e-36,0.2368961521580773,0.3188101044285,0.3271879102396784,7.001266829124722e-50,1950
Llama-4-Scout-17B-16E,20,loyalty-betrayal_virtue,-0.0505592065733999,0.0368450511596394,-0.0977978030161226,-0.0030932990539945,-0.0036255950481483,0.8810821926358914,1705
Llama-4-Scout-17B-16E,20,overall,0.1587890980256419,6.248647156927537e-100,0.1443678757936552,0.1731428814562051,0.1741260317742102,4.4385634245317336e-120,17635
Llama-4-Scout-17B-16E,20,sanctity-degradation_vice,0.111824274362182,1.3337760329655698e-06,0.0667115747368472,0.1564807123771811,0.1457001871138628,2.7330859211884913e-10,1860
Llama-4-Scout-17B-16E,20,sanctity-degradation_virtue,-0.0215914072134768,0.4137597953098462,-0.0732578976444091,0.030190668322053,0.0169870634906172,0.5202375483389479,1435
Llama-4-Scout-17B-16E,21,authority-subversion_vice,0.2022691662361712,6.853948843460398e-19,0.1586147008274781,0.2451343447302205,0.2527320324212108,6.488978771559627e-29,1889
Llama-4-Scout-17B-16E,21,authority-subversion_virtue,0.1261181372870683,9.50228269486674e-07,0.0760056399671454,0.1755951278301533,0.1837173930409665,7.341413036339814e-13,1501
Llama-4-Scout-17B-16E,21,care-harm_vice,0.2340325035794802,1.1403308493295758e-25,0.1916330837038804,0.2755600264714145,0.2534962311797539,5.687740953274087e-30,1950
Llama-4-Scout-17B-16E,21,care-harm_virtue,0.2389720293481121,2.7311974763750947e-24,0.1944302225434266,0.2825303817691152,0.2853819481685206,2.3602881701522454e-34,1761
Llama-4-Scout-17B-16E,21,fairness-cheating_vice,0.2575715346906767,6.390801502311351e-31,0.2156469190372771,0.2985482839195424,0.2930316485005924,6.467341318979279e-40,1950
Llama-4-Scout-17B-16E,21,fairness-cheating_virtue,0.1035374978422248,2.7487298819123986e-05,0.0553212299665103,0.1512720016102189,0.1303764562818615,1.2316720451635624e-07,1634
Llama-4-Scout-17B-16E,21,loyalty-betrayal_vice,0.2822448024536191,4.881931150237936e-37,0.2408724228885442,0.3225933078005321,0.32889836839092,2.046408055126399e-50,1950
Llama-4-Scout-17B-16E,21,loyalty-betrayal_virtue,-0.0412967917637553,0.0882524207504466,-0.088596430887034,0.006188673206344,0.0032212313872477,0.8942623894536808,1705
Llama-4-Scout-17B-16E,21,overall,0.1626141479383988,8.983180675234904e-105,0.148210298409789,0.1769490212240884,0.1759256029802626,1.4273876557975017e-122,17635
Llama-4-Scout-17B-16E,21,sanctity-degradation_vice,0.1136472818142367,8.924554310803818e-07,0.068549604123035,0.1582814523393464,0.1481218327657655,1.369008817336469e-10,1860
Llama-4-Scout-17B-16E,21,sanctity-degradation_virtue,-0.0194137858567637,0.4624310639264583,-0.071090708821013,0.0323670740289576,0.0201367619791652,0.4459280195314649,1435
Llama-4-Scout-17B-16E,22,authority-subversion_vice,0.2050844486233106,2.186895822987511e-19,0.1614765944367513,0.2478929852595073,0.2548892678780845,2.1327459196791315e-29,1889
Llama-4-Scout-17B-16E,22,authority-subversion_virtue,0.1307147674444318,3.7378174351397305e-07,0.0806506688526692,0.1801209851138348,0.185103223462963,4.902342870802323e-13,1501
Llama-4-Scout-17B-16E,22,care-harm_vice,0.2355713415557297,5.379209910955729e-26,0.1932014121431848,0.2770643107001088,0.2567290878589085,1.0074166106603175e-30,1950
Llama-4-Scout-17B-16E,22,care-harm_virtue,0.2544164043251218,2.0428600547220696e-27,0.2102023084927405,0.2975919309806522,0.2974677795113116,2.5984187656664857e-37,1761
Llama-4-Scout-17B-16E,22,fairness-cheating_vice,0.260282450975917,1.460710827067267e-31,0.2184157772928457,0.3011927196078212,0.2936999227930248,4.24884602505485e-40,1950
Llama-4-Scout-17B-16E,22,fairness-cheating_virtue,0.1302337462786069,1.271595859714039e-07,0.0822592262725726,0.1776060974374587,0.1471616237676309,2.277104322625539e-09,1634
Llama-4-Scout-17B-16E,22,loyalty-betrayal_vice,0.2853712257322707,7.369524674488963e-38,0.2440728167246351,0.3256364115790119,0.3305621799153874,6.138722991961972e-51,1950
Llama-4-Scout-17B-16E,22,loyalty-betrayal_virtue,-0.0346723607898057,0.1524132691895248,-0.0820107022480145,0.0128220766076607,0.0086275932399786,0.7218458963761272,1705
Llama-4-Scout-17B-16E,22,overall,0.1669951082965581,1.8134486364916017e-110,0.1526116906552908,0.1813077964589615,0.1785893486171519,2.5996060670918355e-126,17635
Llama-4-Scout-17B-16E,22,sanctity-degradation_vice,0.1175740294611141,3.677500659585556e-07,0.0725097491479106,0.1621592276604087,0.1508879641767433,6.128960576465072e-11,1860
Llama-4-Scout-17B-16E,22,sanctity-degradation_virtue,-0.0166394003611583,0.5288136698631462,-0.0683289078881173,0.035139199558813,0.0228535799024748,0.3869926739731264,1435
Llama-4-Scout-17B-16E,23,authority-subversion_vice,0.2091502381205751,4.0781059602893936e-20,0.1656109940854663,0.2518757485551825,0.2589997481212408,2.48524649214928e-30,1889
Llama-4-Scout-17B-16E,23,authority-subversion_virtue,0.1371936726214594,9.497722127469094e-08,0.0872014861812645,0.1864965864215375,0.1881498517778591,1.9955090052653485e-13,1501
Llama-4-Scout-17B-16E,23,care-harm_vice,0.2373191216412326,2.276385367989325e-26,0.194982949525488,0.2787725986935858,0.2584472793363049,3.974800674686316e-31,1950
Llama-4-Scout-17B-16E,23,care-harm_virtue,0.2701378992264069,7.97482109401168e-31,0.2262810666531895,0.3129016887371575,0.3066699206998846,1.1611830474848292e-39,1761
Llama-4-Scout-17B-16E,23,fairness-cheating_vice,0.2640651524520593,1.8090640893876603e-32,0.2222804555104123,0.3048816054704798,0.2969387944325969,5.45804575321516e-41,1950
Llama-4-Scout-17B-16E,23,fairness-cheating_virtue,0.1584387382737561,1.1919777275718138e-10,0.1107959877361629,0.205354960695146,0.1660073824342101,1.4557521767530424e-11,1634
Llama-4-Scout-17B-16E,23,loyalty-betrayal_vice,0.2907307630108088,2.7238774668101477e-39,0.2495612532892496,0.3308511765775223,0.3326816553308703,1.30986434399383e-51,1950
Llama-4-Scout-17B-16E,23,loyalty-betrayal_virtue,-0.0254575941012309,0.2934491004284649,-0.0728428914271799,0.0220423774634785,0.0163455263245843,0.5000038123740875,1705
Llama-4-Scout-17B-16E,23,overall,0.1726506253243181,4.684687821666578e-118,0.1582944276698878,0.1869338426120917,0.1821763288953285,1.9263737312240817e-131,17635
Llama-4-Scout-17B-16E,23,sanctity-degradation_vice,0.1217004945186118,1.404063805962062e-07,0.0766728419402884,0.1662327462429683,0.1531804240107475,3.1132990305244736e-11,1860
Llama-4-Scout-17B-16E,23,sanctity-degradation_virtue,-0.0125642349421527,0.6343916230572255,-0.0642707903782233,0.0392096012029535,0.0260073296744718,0.3248688033168037,1435
Llama-4-Scout-17B-16E,24,authority-subversion_vice,0.2119157468489547,1.2752800479753095e-20,0.168424045538887,0.2545839569485987,0.2598745977840052,1.5649498135728714e-30,1889
Llama-4-Scout-17B-16E,24,authority-subversion_virtue,0.1417510433226331,3.485445023926143e-08,0.0918120328050592,0.1909788049842961,0.1895953880810139,1.2957745263112992e-13,1501
Llama-4-Scout-17B-16E,24,care-harm_vice,0.238896709483712,1.0411843622960097e-26,0.1965912474222934,0.2803143148116711,0.2600908363186287,1.6222589103298244e-31,1950
Llama-4-Scout-17B-16E,24,care-harm_virtue,0.2794115571914258,6.048415874823815e-33,0.2357766841742965,0.3219220664877958,0.3114426269961854,6.493123398976212e-41,1761
Llama-4-Scout-17B-16E,24,fairness-cheating_vice,0.26700887716419,3.477321585087362e-33,0.2252888838752311,0.307751475096604,0.2983450674476789,2.2206445421336784e-41,1950
Llama-4-Scout-17B-16E,24,fairness-cheating_virtue,0.1758144165409791,8.229023066430173e-13,0.1284152454674262,0.2224121744856556,0.1800905597597052,2.2299945517995837e-13,1634
Llama-4-Scout-17B-16E,24,loyalty-betrayal_vice,0.2958546359068621,1.0880457484902755e-40,0.254810831930646,0.3358343530116935,0.334866190515275,2.6315669663984744e-52,1950
Llama-4-Scout-17B-16E,24,loyalty-betrayal_virtue,-0.0156960282946447,0.5171923198234689,-0.0631223252498606,0.0318010000895701,0.0231733154315389,0.3389252416373274,1705
Llama-4-Scout-17B-16E,24,overall,0.1772174428240874,2.2303628388770857e-124,0.1628839194098253,0.1914761787954735,0.1851101303253183,1.018447748928316e-135,17635
Llama-4-Scout-17B-16E,24,sanctity-degradation_vice,0.125327470969382,5.8656987828831956e-08,0.0803333094233277,0.1698119305059409,0.1554255959903091,1.5877962316962858e-11,1860
Llama-4-Scout-17B-16E,24,sanctity-degradation_virtue,-0.0089218421838626,0.7356013187246628,-0.0606421871709454,0.0428462824515478,0.0285175610354001,0.2803367704640292,1435
Llama-4-Scout-17B-16E,25,authority-subversion_vice,0.2151225946514064,3.2454870546676838e-21,0.1716869105255014,0.2577235222543466,0.2599905541563419,1.4716987989245835e-30,1889
Llama-4-Scout-17B-16E,25,authority-subversion_virtue,0.1461621234107601,1.281010482347876e-08,0.0962766219889,0.1953151910960014,0.1906508567697295,9.433309280245829e-14,1501
Llama-4-Scout-17B-16E,25,care-harm_vice,0.240600894342492,4.443809466843045e-27,0.1983288625600502,0.2819795092859121,0.2613409658509302,8.169979026257165e-32,1950
Llama-4-Scout-17B-16E,25,care-harm_virtue,0.2994665081950042,8.157302432059983e-38,0.2563401707535636,0.3414029245717821,0.3241499196535665,2.309696428640746e-44,1761
Llama-4-Scout-17B-16E,25,fairness-cheating_vice,0.2695002691268388,8.472571758089137e-34,0.2278356588657382,0.3101797814657258,0.2981897850949909,2.45308278921737e-41,1950
Llama-4-Scout-17B-16E,25,fairness-cheating_virtue,0.1961691470576386,1.229160644735089e-15,0.1490934448820489,0.2423576240100293,0.1966291570867162,1.0520062571174009e-15,1634
Llama-4-Scout-17B-16E,25,loyalty-betrayal_vice,0.2979695183572914,2.8248304071531144e-41,0.2569783051039061,0.3378905106027611,0.3332185825558976,8.839662566856386e-52,1950
Llama-4-Scout-17B-16E,25,loyalty-betrayal_virtue,-0.0050286113206623,0.8356282412296385,-0.052489412888085,0.0424548558111555,0.0308974735567895,0.2022468448060231,1705
Llama-4-Scout-17B-16E,25,overall,0.1820077087299724,3.3754887631079253e-131,0.1676986356193552,0.1962401092885377,0.1882492655986211,2.2437408554256637e-140,17635
Llama-4-Scout-17B-16E,25,sanctity-degradation_vice,0.1294455171512169,2.1125440175731e-08,0.0844908528117522,0.1738742915535137,0.1581670505144227,6.885023907869345e-12,1860
Llama-4-Scout-17B-16E,25,sanctity-degradation_virtue,-0.0040899370010775,0.8769804505080114,-0.0558264643833092,0.047668494826644,0.030274257802472,0.2517560968730263,1435
Llama-4-Scout-17B-16E,26,authority-subversion_vice,0.2195485806129061,4.733991373374901e-22,0.1761917753371922,0.2620551700642494,0.2629383828266305,3.0549337655608523e-31,1889
Llama-4-Scout-17B-16E,26,authority-subversion_virtue,0.1497378077035361,5.565582368716013e-09,0.0998971551806942,0.198828917566768,0.1910274158458819,8.419474654188072e-14,1501
Llama-4-Scout-17B-16E,26,care-harm_vice,0.243468566542859,1.0446330722783186e-27,0.2012533885642156,0.284781008856565,0.2649629534766262,1.0964168895502443e-32,1950
Llama-4-Scout-17B-16E,26,care-harm_virtue,0.3035515757615761,7.425489858267818e-39,0.260533615026748,0.3453666409814463,0.3265859128418705,4.821325724777073e-45,1761
Llama-4-Scout-17B-16E,26,fairness-cheating_vice,0.273865624121192,6.883462673685647e-35,0.232299429569884,0.3144333199573822,0.3014794140630171,2.9384328414941034e-42,1950
Llama-4-Scout-17B-16E,26,fairness-cheating_virtue,0.2281158783475613,9.87347685713329e-21,0.1816310955064608,0.2735834603185736,0.2233741818081238,6.350458408094284e-20,1634
Llama-4-Scout-17B-16E,26,loyalty-betrayal_vice,0.3055916857256617,1.9912268301642483e-43,0.2647934355828044,0.3452978697594023,0.3386962468362803,1.529156109273519e-53,1950
Llama-4-Scout-17B-16E,26,loyalty-betrayal_virtue,0.0024126691059779,0.9207014632865544,-0.0450658247174082,0.0498802880445077,0.0365250146643055,0.1316633575069276,1705
Llama-4-Scout-17B-16E,26,overall,0.1879449411780484,6.398966366670435e-140,0.1736671201646317,0.202143768346416,0.192717830056357,3.7760555063784904e-147,17635
Llama-4-Scout-17B-16E,26,sanctity-degradation_vice,0.1361256790951938,3.762750976406949e-09,0.0912384165138108,0.180460908479489,0.1623496690640206,1.870100736286252e-12,1860
Llama-4-Scout-17B-16E,26,sanctity-degradation_virtue,-0.0002877445242867,0.9913106781850282,-0.0520353126145051,0.0514613646627448,0.0336207685903274,0.2030707223881331,1435
Llama-4-Scout-17B-16E,27,authority-subversion_vice,0.218982333049066,6.070354604032159e-22,0.1756153349166026,0.2615010873724863,0.2632508611703429,2.5829140472762607e-31,1889
Llama-4-Scout-17B-16E,27,authority-subversion_virtue,0.1514206093445957,3.733524884174869e-09,0.1016015206277304,0.2004821237573125,0.1920936881171147,6.094122802395307e-14,1501
Llama-4-Scout-17B-16E,27,care-harm_vice,0.2433176782352734,1.1278587390160952e-27,0.2010994900197134,0.2846336199413017,0.2648814446383065,1.1475049845527827e-32,1950
Llama-4-Scout-17B-16E,27,care-harm_virtue,0.3142586634989349,1.1549205471616928e-41,0.2715324691930998,0.3557485889106833,0.3333926770899737,5.606520333272807e-47,1761
Llama-4-Scout-17B-16E,27,fairness-cheating_vice,0.2734531577834178,8.743319214036363e-35,0.2318775893772435,0.3140314884254118,0.3014716189223766,2.9533423201777786e-42,1950
Llama-4-Scout-17B-16E,27,fairness-cheating_virtue,0.2220296310571165,1.0682440326509392e-19,0.1754244123473091,0.2676419333651414,0.2192567257697481,3.0890996349643313e-19,1634
Llama-4-Scout-17B-16E,27,loyalty-betrayal_vice,0.3064718327003591,1.1129200020521971e-43,0.2656962096874644,0.3461528939080205,0.339568538756958,7.953401848305664e-54,1950
Llama-4-Scout-17B-16E,27,loyalty-betrayal_virtue,0.0070500736497046,0.7711283652412433,-0.0404367922591318,0.0545051633891024,0.0407884185366291,0.0922422907657301,1705
Llama-4-Scout-17B-16E,27,overall,0.1882510666037988,2.229856055173925e-140,0.1739748853943085,0.2024481347464339,0.1927781543179105,3.0508839106200255e-147,17635
Llama-4-Scout-17B-16E,27,sanctity-degradation_vice,0.1357973114971518,4.103970877925131e-09,0.0909066393885575,0.1801372320450551,0.1616857986407796,2.3052015783542226e-12,1860
Llama-4-Scout-17B-16E,27,sanctity-degradation_virtue,-3.164935801173909e-05,0.999044232648179,-0.0517799074645387,0.0517167782555766,0.0337520813568693,0.2013108671243426,1435
Llama-4-Scout-17B-16E,28,authority-subversion_vice,0.2236811460321755,7.55064680131881e-23,0.1803996304951715,0.2660981058856855,0.2642158539706135,1.5359812731191404e-31,1889
Llama-4-Scout-17B-16E,28,authority-subversion_virtue,0.1570275913036923,9.559699395938302e-10,0.107282463122168,0.205988479944994,0.193962480524713,3.4428572291365444e-14,1501
Llama-4-Scout-17B-16E,28,care-harm_vice,0.2458066127042642,3.163619058434754e-28,0.2036383453594671,0.2870645815923396,0.2658971135061641,6.498288685148275e-33,1950
Llama-4-Scout-17B-16E,28,care-harm_virtue,0.3221121085322922,8.471116272030645e-44,0.2796070207073214,0.3633570457534233,0.3346706163741226,2.3988089287232427e-47,1761
Llama-4-Scout-17B-16E,28,fairness-cheating_vice,0.277709291245294,7.264556499422175e-36,0.2362312011837555,0.3181771852282255,0.3025311111005516,1.4823324068383344e-42,1950
Llama-4-Scout-17B-16E,28,fairness-cheating_virtue,0.2405227329137678,6.18940101794493e-23,0.1942949399852338,0.2856845648108062,0.2329497800116104,1.4170735017575158e-21,1634
Llama-4-Scout-17B-16E,28,loyalty-betrayal_vice,0.312106095657692,2.5610098686805416e-45,0.2714770149315695,0.3516247718745321,0.3411366019422573,2.442898264067702e-54,1950
Llama-4-Scout-17B-16E,28,loyalty-betrayal_virtue,0.0181908754002748,0.4528678846212554,-0.0293077663427523,0.0656075500349492,0.0472667029207523,0.0510119463240027,1705
Llama-4-Scout-17B-16E,28,overall,0.1941929985434749,2.010739558691438e-149,0.1799491986043215,0.2083553805303419,0.196851290133238,1.4421611432498025e-153,17635
Llama-4-Scout-17B-16E,28,sanctity-degradation_vice,0.1423889899019545,6.905564643922347e-10,0.0975686692697054,0.1866329018353185,0.1634616852744837,1.3147666480160797e-12,1860
Llama-4-Scout-17B-16E,28,sanctity-degradation_virtue,0.0049418162182123,0.8516285695835341,-0.0468184996259185,0.0566756654166939,0.0366036462844215,0.1657917248709249,1435
Llama-4-Scout-17B-16E,29,authority-subversion_vice,0.2279552590524416,1.087547721175054e-23,0.1847532792687997,0.2702779500741994,0.2640512357351648,1.678643709905443e-31,1889
